DateTime,change
2022-12-01 09:30:00,0.8899993896484375
2022-12-01 09:35:00,-0.0099945068359375
2022-12-01 09:40:00,-0.0298919677734375
2022-12-01 09:45:00,-2.07470703125
2022-12-01 09:50:00,-0.8899993896484375
2022-12-01 09:55:00,1.1151123046875
2022-12-01 10:00:00,-0.688507080078125
2022-12-01 10:05:00,-0.1999969482421875
2022-12-01 10:10:00,-2.3292083740234375
2022-12-01 10:15:00,-0.470001220703125
2022-12-01 10:20:00,0.2061920166015625
2022-12-01 10:25:00,-0.21539306640625
2022-12-01 10:30:00,0.8282928466796875
2022-12-01 10:35:00,0.5699005126953125
2022-12-01 10:40:00,0.75
2022-12-01 10:45:00,1.0099945068359375
2022-12-01 10:50:00,-0.2194976806640625
2022-12-01 10:55:00,1.1200103759765625
2022-12-01 11:00:00,-0.5781097412109375
2022-12-01 11:05:00,-0.4698028564453125
2022-12-01 11:10:00,-0.4900970458984375
2022-12-01 11:15:00,-0.1100006103515625
2022-12-01 11:20:00,0.4950103759765625
2022-12-01 11:25:00,-0.6945037841796875
2022-12-01 11:30:00,0.42999267578125
2022-12-01 11:35:00,0.102508544921875
2022-12-01 11:40:00,0.5028076171875
2022-12-01 11:45:00,-1.468994140625
2022-12-01 11:50:00,0.2177886962890625
2022-12-01 11:55:00,-0.019989013671875
2022-12-01 12:00:00,-0.4900054931640625
2022-12-01 12:05:00,0.1300048828125
2022-12-01 12:10:00,0.075103759765625
2022-12-01 12:15:00,-0.3000030517578125
2022-12-01 12:20:00,0.47430419921875
2022-12-01 12:25:00,0.160003662109375
2022-12-01 12:30:00,-0.059906005859375
2022-12-01 12:35:00,0.0684051513671875
2022-12-01 12:40:00,-0.13519287109375
2022-12-01 12:45:00,-0.1599884033203125
2022-12-01 12:50:00,0.278411865234375
2022-12-01 12:55:00,0.3600006103515625
2022-12-01 13:00:00,0.488311767578125
2022-12-01 13:05:00,0.26629638671875
2022-12-01 13:10:00,0.0352935791015625
2022-12-01 13:15:00,-0.9000091552734375
2022-12-01 13:20:00,0.1100006103515625
2022-12-01 13:25:00,-0.230010986328125
2022-12-01 13:30:00,-0.1949005126953125
2022-12-01 13:35:00,0.029998779296875
2022-12-01 13:40:00,0.279998779296875
2022-12-01 13:45:00,-0.1078948974609375
2022-12-01 13:50:00,-0.00860595703125
2022-12-01 13:55:00,0.2097015380859375
2022-12-01 14:00:00,-0.5900115966796875
2022-12-01 14:05:00,0.0092010498046875
2022-12-01 14:10:00,0.23199462890625
2022-12-01 14:15:00,0.04510498046875
2022-12-01 14:20:00,0.45001220703125
2022-12-01 14:25:00,-0.6498870849609375
2022-12-01 14:30:00,0.165191650390625
2022-12-01 14:35:00,-0.2299957275390625
2022-12-01 14:40:00,-0.67498779296875
2022-12-01 14:45:00,0.5
2022-12-01 14:50:00,-0.1511077880859375
2022-12-01 14:55:00,0.15960693359375
2022-12-01 15:00:00,-0.1999969482421875
2022-12-01 15:05:00,0.1649932861328125
2022-12-01 15:10:00,-0.292510986328125
2022-12-01 15:15:00,-0.72589111328125
2022-12-01 15:20:00,0.331787109375
2022-12-01 15:25:00,-0.0944976806640625
2022-12-01 15:30:00,0.7100067138671875
2022-12-01 15:35:00,0.0
2022-12-01 15:40:00,0.540008544921875
2022-12-01 15:45:00,-0.6999053955078125
2022-12-01 15:50:00,0.0749969482421875
2022-12-01 15:55:00,0.42999267578125
2022-12-01 16:00:00,
2022-12-01 16:05:00,
2022-12-01 16:10:00,
2022-12-01 16:15:00,
2022-12-01 16:20:00,
2022-12-01 16:25:00,
2022-12-01 16:30:00,
2022-12-01 16:35:00,
2022-12-01 16:40:00,
2022-12-01 16:45:00,
2022-12-01 16:50:00,
2022-12-01 16:55:00,
2022-12-01 17:00:00,
2022-12-01 17:05:00,
2022-12-01 17:10:00,
2022-12-01 17:15:00,
2022-12-01 17:20:00,
2022-12-01 17:25:00,
2022-12-01 17:30:00,
2022-12-01 17:35:00,
2022-12-01 17:40:00,
2022-12-01 17:45:00,
2022-12-01 17:50:00,
2022-12-01 17:55:00,
2022-12-01 18:00:00,
2022-12-01 18:05:00,
2022-12-01 18:10:00,
2022-12-01 18:15:00,
2022-12-01 18:20:00,
2022-12-01 18:25:00,
2022-12-01 18:30:00,
2022-12-01 18:35:00,
2022-12-01 18:40:00,
2022-12-01 18:45:00,
2022-12-01 18:50:00,
2022-12-01 18:55:00,
2022-12-01 19:00:00,
2022-12-01 19:05:00,
2022-12-01 19:10:00,
2022-12-01 19:15:00,
2022-12-01 19:20:00,
2022-12-01 19:25:00,
2022-12-01 19:30:00,
2022-12-01 19:35:00,
2022-12-01 19:40:00,
2022-12-01 19:45:00,
2022-12-01 19:50:00,
2022-12-01 19:55:00,
2022-12-01 20:00:00,
2022-12-01 20:05:00,
2022-12-01 20:10:00,
2022-12-01 20:15:00,
2022-12-01 20:20:00,
2022-12-01 20:25:00,
2022-12-01 20:30:00,
2022-12-01 20:35:00,
2022-12-01 20:40:00,
2022-12-01 20:45:00,
2022-12-01 20:50:00,
2022-12-01 20:55:00,
2022-12-01 21:00:00,
2022-12-01 21:05:00,
2022-12-01 21:10:00,
2022-12-01 21:15:00,
2022-12-01 21:20:00,
2022-12-01 21:25:00,
2022-12-01 21:30:00,
2022-12-01 21:35:00,
2022-12-01 21:40:00,
2022-12-01 21:45:00,
2022-12-01 21:50:00,
2022-12-01 21:55:00,
2022-12-01 22:00:00,
2022-12-01 22:05:00,
2022-12-01 22:10:00,
2022-12-01 22:15:00,
2022-12-01 22:20:00,
2022-12-01 22:25:00,
2022-12-01 22:30:00,
2022-12-01 22:35:00,
2022-12-01 22:40:00,
2022-12-01 22:45:00,
2022-12-01 22:50:00,
2022-12-01 22:55:00,
2022-12-01 23:00:00,
2022-12-01 23:05:00,
2022-12-01 23:10:00,
2022-12-01 23:15:00,
2022-12-01 23:20:00,
2022-12-01 23:25:00,
2022-12-01 23:30:00,
2022-12-01 23:35:00,
2022-12-01 23:40:00,
2022-12-01 23:45:00,
2022-12-01 23:50:00,
2022-12-01 23:55:00,
2022-12-02 00:00:00,
2022-12-02 00:05:00,
2022-12-02 00:10:00,
2022-12-02 00:15:00,
2022-12-02 00:20:00,
2022-12-02 00:25:00,
2022-12-02 00:30:00,
2022-12-02 00:35:00,
2022-12-02 00:40:00,
2022-12-02 00:45:00,
2022-12-02 00:50:00,
2022-12-02 00:55:00,
2022-12-02 01:00:00,
2022-12-02 01:05:00,
2022-12-02 01:10:00,
2022-12-02 01:15:00,
2022-12-02 01:20:00,
2022-12-02 01:25:00,
2022-12-02 01:30:00,
2022-12-02 01:35:00,
2022-12-02 01:40:00,
2022-12-02 01:45:00,
2022-12-02 01:50:00,
2022-12-02 01:55:00,
2022-12-02 02:00:00,
2022-12-02 02:05:00,
2022-12-02 02:10:00,
2022-12-02 02:15:00,
2022-12-02 02:20:00,
2022-12-02 02:25:00,
2022-12-02 02:30:00,
2022-12-02 02:35:00,
2022-12-02 02:40:00,
2022-12-02 02:45:00,
2022-12-02 02:50:00,
2022-12-02 02:55:00,
2022-12-02 03:00:00,
2022-12-02 03:05:00,
2022-12-02 03:10:00,
2022-12-02 03:15:00,
2022-12-02 03:20:00,
2022-12-02 03:25:00,
2022-12-02 03:30:00,
2022-12-02 03:35:00,
2022-12-02 03:40:00,
2022-12-02 03:45:00,
2022-12-02 03:50:00,
2022-12-02 03:55:00,
2022-12-02 04:00:00,
2022-12-02 04:05:00,
2022-12-02 04:10:00,
2022-12-02 04:15:00,
2022-12-02 04:20:00,
2022-12-02 04:25:00,
2022-12-02 04:30:00,
2022-12-02 04:35:00,
2022-12-02 04:40:00,
2022-12-02 04:45:00,
2022-12-02 04:50:00,
2022-12-02 04:55:00,
2022-12-02 05:00:00,
2022-12-02 05:05:00,
2022-12-02 05:10:00,
2022-12-02 05:15:00,
2022-12-02 05:20:00,
2022-12-02 05:25:00,
2022-12-02 05:30:00,
2022-12-02 05:35:00,
2022-12-02 05:40:00,
2022-12-02 05:45:00,
2022-12-02 05:50:00,
2022-12-02 05:55:00,
2022-12-02 06:00:00,
2022-12-02 06:05:00,
2022-12-02 06:10:00,
2022-12-02 06:15:00,
2022-12-02 06:20:00,
2022-12-02 06:25:00,
2022-12-02 06:30:00,
2022-12-02 06:35:00,
2022-12-02 06:40:00,
2022-12-02 06:45:00,
2022-12-02 06:50:00,
2022-12-02 06:55:00,
2022-12-02 07:00:00,
2022-12-02 07:05:00,
2022-12-02 07:10:00,
2022-12-02 07:15:00,
2022-12-02 07:20:00,
2022-12-02 07:25:00,
2022-12-02 07:30:00,
2022-12-02 07:35:00,
2022-12-02 07:40:00,
2022-12-02 07:45:00,
2022-12-02 07:50:00,
2022-12-02 07:55:00,
2022-12-02 08:00:00,
2022-12-02 08:05:00,
2022-12-02 08:10:00,
2022-12-02 08:15:00,
2022-12-02 08:20:00,
2022-12-02 08:25:00,
2022-12-02 08:30:00,
2022-12-02 08:35:00,
2022-12-02 08:40:00,
2022-12-02 08:45:00,
2022-12-02 08:50:00,
2022-12-02 08:55:00,
2022-12-02 09:00:00,
2022-12-02 09:05:00,
2022-12-02 09:10:00,
2022-12-02 09:15:00,
2022-12-02 09:20:00,
2022-12-02 09:25:00,
2022-12-02 09:30:00,2.350006103515625
2022-12-02 09:35:00,0.8511962890625
2022-12-02 09:40:00,0.135009765625
2022-12-02 09:45:00,-2.0299072265625
2022-12-02 09:50:00,-0.769989013671875
2022-12-02 09:55:00,0.8683929443359375
2022-12-02 10:00:00,0.0518951416015625
2022-12-02 10:05:00,1.010009765625
2022-12-02 10:10:00,1.500091552734375
2022-12-02 10:15:00,0.131988525390625
2022-12-02 10:20:00,-0.91009521484375
2022-12-02 10:25:00,0.3462982177734375
2022-12-02 10:30:00,-0.1584014892578125
2022-12-02 10:35:00,-1.1266021728515625
2022-12-02 10:40:00,-0.047210693359375
2022-12-02 10:45:00,-0.3899993896484375
2022-12-02 10:50:00,0.25799560546875
2022-12-02 10:55:00,-1.212799072265625
2022-12-02 11:00:00,-0.0731048583984375
2022-12-02 11:05:00,-0.7465057373046875
2022-12-02 11:10:00,-0.142608642578125
2022-12-02 11:15:00,0.119903564453125
2022-12-02 11:20:00,0.470001220703125
2022-12-02 11:25:00,0.4967041015625
2022-12-02 11:30:00,-0.2700042724609375
2022-12-02 11:35:00,0.1399993896484375
2022-12-02 11:40:00,0.25140380859375
2022-12-02 11:45:00,-0.1977996826171875
2022-12-02 11:50:00,0.139892578125
2022-12-02 11:55:00,-0.660003662109375
2022-12-02 12:00:00,0.225006103515625
2022-12-02 12:05:00,-0.2698974609375
2022-12-02 12:10:00,0.63909912109375
2022-12-02 12:15:00,-0.4779052734375
2022-12-02 12:20:00,0.0
2022-12-02 12:25:00,-0.5
2022-12-02 12:30:00,0.4169921875
2022-12-02 12:35:00,-0.55999755859375
2022-12-02 12:40:00,0.20001220703125
2022-12-02 12:45:00,-0.1078033447265625
2022-12-02 12:50:00,0.3695068359375
2022-12-02 12:55:00,-0.30780029296875
2022-12-02 13:00:00,0.3801116943359375
2022-12-02 13:05:00,-1.1899871826171875
2022-12-02 13:10:00,0.1601104736328125
2022-12-02 13:15:00,0.19000244140625
2022-12-02 13:20:00,0.0200042724609375
2022-12-02 13:25:00,0.0637969970703125
2022-12-02 13:30:00,-0.2299041748046875
2022-12-02 13:35:00,0.290008544921875
2022-12-02 13:40:00,0.3501129150390625
2022-12-02 13:45:00,-0.0475921630859375
2022-12-02 13:50:00,0.113006591796875
2022-12-02 13:55:00,-0.122100830078125
2022-12-02 14:00:00,0.0417022705078125
2022-12-02 14:05:00,-0.4232940673828125
2022-12-02 14:10:00,-0.0084075927734375
2022-12-02 14:15:00,0.269989013671875
2022-12-02 14:20:00,0.0160064697265625
2022-12-02 14:25:00,0.32000732421875
2022-12-02 14:30:00,-0.088897705078125
2022-12-02 14:35:00,-0.30999755859375
2022-12-02 14:40:00,0.1699981689453125
2022-12-02 14:45:00,0.2050018310546875
2022-12-02 14:50:00,0.747406005859375
2022-12-02 14:55:00,0.3448944091796875
2022-12-02 15:00:00,0.5059967041015625
2022-12-02 15:05:00,0.3249969482421875
2022-12-02 15:10:00,0.5
2022-12-02 15:15:00,-0.0500030517578125
2022-12-02 15:20:00,-0.279998779296875
2022-12-02 15:25:00,0.0800018310546875
2022-12-02 15:30:00,-0.3625946044921875
2022-12-02 15:35:00,0.0699920654296875
2022-12-02 15:40:00,0.1399993896484375
2022-12-02 15:45:00,-0.4199981689453125
2022-12-02 15:50:00,0.399505615234375
2022-12-02 15:55:00,0.44000244140625
2022-12-02 16:00:00,
2022-12-02 16:05:00,
2022-12-02 16:10:00,
2022-12-02 16:15:00,
2022-12-02 16:20:00,
2022-12-02 16:25:00,
2022-12-02 16:30:00,
2022-12-02 16:35:00,
2022-12-02 16:40:00,
2022-12-02 16:45:00,
2022-12-02 16:50:00,
2022-12-02 16:55:00,
2022-12-02 17:00:00,
2022-12-02 17:05:00,
2022-12-02 17:10:00,
2022-12-02 17:15:00,
2022-12-02 17:20:00,
2022-12-02 17:25:00,
2022-12-02 17:30:00,
2022-12-02 17:35:00,
2022-12-02 17:40:00,
2022-12-02 17:45:00,
2022-12-02 17:50:00,
2022-12-02 17:55:00,
2022-12-02 18:00:00,
2022-12-02 18:05:00,
2022-12-02 18:10:00,
2022-12-02 18:15:00,
2022-12-02 18:20:00,
2022-12-02 18:25:00,
2022-12-02 18:30:00,
2022-12-02 18:35:00,
2022-12-02 18:40:00,
2022-12-02 18:45:00,
2022-12-02 18:50:00,
2022-12-02 18:55:00,
2022-12-02 19:00:00,
2022-12-02 19:05:00,
2022-12-02 19:10:00,
2022-12-02 19:15:00,
2022-12-02 19:20:00,
2022-12-02 19:25:00,
2022-12-02 19:30:00,
2022-12-02 19:35:00,
2022-12-02 19:40:00,
2022-12-02 19:45:00,
2022-12-02 19:50:00,
2022-12-02 19:55:00,
2022-12-02 20:00:00,
2022-12-02 20:05:00,
2022-12-02 20:10:00,
2022-12-02 20:15:00,
2022-12-02 20:20:00,
2022-12-02 20:25:00,
2022-12-02 20:30:00,
2022-12-02 20:35:00,
2022-12-02 20:40:00,
2022-12-02 20:45:00,
2022-12-02 20:50:00,
2022-12-02 20:55:00,
2022-12-02 21:00:00,
2022-12-02 21:05:00,
2022-12-02 21:10:00,
2022-12-02 21:15:00,
2022-12-02 21:20:00,
2022-12-02 21:25:00,
2022-12-02 21:30:00,
2022-12-02 21:35:00,
2022-12-02 21:40:00,
2022-12-02 21:45:00,
2022-12-02 21:50:00,
2022-12-02 21:55:00,
2022-12-02 22:00:00,
2022-12-02 22:05:00,
2022-12-02 22:10:00,
2022-12-02 22:15:00,
2022-12-02 22:20:00,
2022-12-02 22:25:00,
2022-12-02 22:30:00,
2022-12-02 22:35:00,
2022-12-02 22:40:00,
2022-12-02 22:45:00,
2022-12-02 22:50:00,
2022-12-02 22:55:00,
2022-12-02 23:00:00,
2022-12-02 23:05:00,
2022-12-02 23:10:00,
2022-12-02 23:15:00,
2022-12-02 23:20:00,
2022-12-02 23:25:00,
2022-12-02 23:30:00,
2022-12-02 23:35:00,
2022-12-02 23:40:00,
2022-12-02 23:45:00,
2022-12-02 23:50:00,
2022-12-02 23:55:00,
2022-12-03 00:00:00,
2022-12-03 00:05:00,
2022-12-03 00:10:00,
2022-12-03 00:15:00,
2022-12-03 00:20:00,
2022-12-03 00:25:00,
2022-12-03 00:30:00,
2022-12-03 00:35:00,
2022-12-03 00:40:00,
2022-12-03 00:45:00,
2022-12-03 00:50:00,
2022-12-03 00:55:00,
2022-12-03 01:00:00,
2022-12-03 01:05:00,
2022-12-03 01:10:00,
2022-12-03 01:15:00,
2022-12-03 01:20:00,
2022-12-03 01:25:00,
2022-12-03 01:30:00,
2022-12-03 01:35:00,
2022-12-03 01:40:00,
2022-12-03 01:45:00,
2022-12-03 01:50:00,
2022-12-03 01:55:00,
2022-12-03 02:00:00,
2022-12-03 02:05:00,
2022-12-03 02:10:00,
2022-12-03 02:15:00,
2022-12-03 02:20:00,
2022-12-03 02:25:00,
2022-12-03 02:30:00,
2022-12-03 02:35:00,
2022-12-03 02:40:00,
2022-12-03 02:45:00,
2022-12-03 02:50:00,
2022-12-03 02:55:00,
2022-12-03 03:00:00,
2022-12-03 03:05:00,
2022-12-03 03:10:00,
2022-12-03 03:15:00,
2022-12-03 03:20:00,
2022-12-03 03:25:00,
2022-12-03 03:30:00,
2022-12-03 03:35:00,
2022-12-03 03:40:00,
2022-12-03 03:45:00,
2022-12-03 03:50:00,
2022-12-03 03:55:00,
2022-12-03 04:00:00,
2022-12-03 04:05:00,
2022-12-03 04:10:00,
2022-12-03 04:15:00,
2022-12-03 04:20:00,
2022-12-03 04:25:00,
2022-12-03 04:30:00,
2022-12-03 04:35:00,
2022-12-03 04:40:00,
2022-12-03 04:45:00,
2022-12-03 04:50:00,
2022-12-03 04:55:00,
2022-12-03 05:00:00,
2022-12-03 05:05:00,
2022-12-03 05:10:00,
2022-12-03 05:15:00,
2022-12-03 05:20:00,
2022-12-03 05:25:00,
2022-12-03 05:30:00,
2022-12-03 05:35:00,
2022-12-03 05:40:00,
